NOME_SENADOR,DATA,VOTO
MARCELO CASTRO,19/06/2024,Votou
MARCELO CASTRO,19/06/2024,Votou
MARCELO CASTRO,19/06/2024,P-NRV
MARCELO CASTRO,19/06/2024,Votou
MARCELO CASTRO,19/06/2024,P-NRV
MARCELO CASTRO,19/06/2024,Votou
MARCELO CASTRO,19/06/2024,P-NRV
MARCELO CASTRO,02/07/2024,Sim
MARCELO CASTRO,03/07/2024,Sim
MARCELO CASTRO,03/07/2024,Sim
MARCELO CASTRO,10/07/2024,Votou
MARCELO CASTRO,10/07/2024,Votou
MARCELO CASTRO,10/07/2024,Votou
MARCELO CASTRO,10/07/2024,Votou
MARCELO CASTRO,10/07/2024,Votou
MARCELO CASTRO,10/07/2024,Votou
MARCELO CASTRO,10/07/2024,Votou
MARCELO CASTRO,10/07/2024,Votou
MARCELO CASTRO,10/07/2024,Votou
MARCELO CASTRO,10/07/2024,Votou
MARCELO CASTRO,10/07/2024,Votou
MARCELO CASTRO,13/08/2024,Não
MARCELO CASTRO,14/08/2024,Sim
MARCELO CASTRO,14/08/2024,Votou
MARCELO CASTRO,14/08/2024,Votou
MARCELO CASTRO,14/08/2024,Votou
MARCELO CASTRO,14/08/2024,Sim
MARCELO CASTRO,14/08/2024,Sim
MARCELO CASTRO,14/08/2024,Sim
MARCELO CASTRO,14/08/2024,Sim
MARCELO CASTRO,14/08/2024,Sim
MARCELO CASTRO,14/08/2024,Sim
MARCELO CASTRO,04/09/2024,Não
MARCELO CASTRO,08/10/2024,Votou
MARCELO CASTRO,12/11/2024,Sim
MARCELO CASTRO,12/11/2024,Sim
MARCELO CASTRO,18/11/2024,Abstenção
MARCELO CASTRO,18/11/2024,P-NRV
MARCELO CASTRO,18/11/2024,Sim
MARCELO CASTRO,27/11/2024,Sim
MARCELO CASTRO,10/12/2024,P-NRV
MARCELO CASTRO,10/12/2024,P-NRV
MARCELO CASTRO,10/12/2024,P-NRV
MARCELO CASTRO,10/12/2024,P-NRV
MARCELO CASTRO,10/12/2024,P-NRV
MARCELO CASTRO,10/12/2024,Votou
MARCELO CASTRO,10/12/2024,Votou
MARCELO CASTRO,10/12/2024,Votou
MARCELO CASTRO,10/12/2024,Votou
MARCELO CASTRO,10/12/2024,Votou
MARCELO CASTRO,12/12/2024,P-NRV
MARCELO CASTRO,12/12/2024,Votou
MARCELO CASTRO,12/12/2024,Votou
MARCELO CASTRO,12/12/2024,Votou
MARCELO CASTRO,12/12/2024,Votou
MARCELO CASTRO,12/12/2024,Não
MARCELO CASTRO,12/12/2024,Sim
MARCELO CASTRO,12/12/2024,Sim
MARCELO CASTRO,12/12/2024,Não
MARCELO CASTRO,12/12/2024,Não
MARCELO CASTRO,17/12/2024,P-NRV
MARCELO CASTRO,17/12/2024,Sim
MARCELO CASTRO,17/12/2024,Sim
MARCELO CASTRO,17/12/2024,Sim
MARCELO CASTRO,18/12/2024,Sim
MARCELO CASTRO,18/12/2024,Sim
MARCELO CASTRO,18/12/2024,Não
MARCELO CASTRO,19/12/2024,Sim
MARCELO CASTRO,19/12/2024,Não
MARCELO CASTRO,19/12/2024,Não
MARCELO CASTRO,19/12/2024,Não
MARCELO CASTRO,19/12/2024,Sim
MARCELO CASTRO,19/12/2024,Não
MARCELO CASTRO,19/12/2024,Sim
MARCELO CASTRO,19/12/2024,Sim
JORGE SEIF,DATA,RESULTADO
JORGE SEIF,20/02/2024,MIS
JORGE SEIF,20/02/2024,MIS
JORGE SEIF,05/03/2024,Sim
JORGE SEIF,13/03/2024,Sim
JORGE SEIF,13/03/2024,Sim
JORGE SEIF,10/04/2024,Sim
JORGE SEIF,16/04/2024,Sim
JORGE SEIF,16/04/2024,Sim
JORGE SEIF,17/04/2024,Sim
JORGE SEIF,08/05/2024,Não
JORGE SEIF,08/05/2024,Não
JORGE SEIF,08/05/2024,Sim
JORGE SEIF,08/05/2024,Sim
JORGE SEIF,15/05/2024,MIS
JORGE SEIF,15/05/2024,MIS
JORGE SEIF,22/05/2024,Sim
JORGE SEIF,22/05/2024,Sim
JORGE SEIF,22/05/2024,Sim
JORGE SEIF,05/06/2024,Sim
JORGE SEIF,18/06/2024,Não
JORGE SEIF,19/06/2024,Votou
JORGE SEIF,19/06/2024,Votou
JORGE SEIF,19/06/2024,Votou
JORGE SEIF,19/06/2024,Votou
JORGE SEIF,19/06/2024,P-NRV
JORGE SEIF,19/06/2024,P-NRV
JORGE SEIF,19/06/2024,P-NRV
JORGE SEIF,02/07/2024,Sim
JORGE SEIF,03/07/2024,Não
JORGE SEIF,03/07/2024,Sim
JORGE SEIF,10/07/2024,Votou
JORGE SEIF,10/07/2024,Votou
JORGE SEIF,10/07/2024,Votou
JORGE SEIF,10/07/2024,P-NRV
JORGE SEIF,10/07/2024,P-NRV
JORGE SEIF,10/07/2024,P-NRV
JORGE SEIF,10/07/2024,P-NRV
JORGE SEIF,10/07/2024,P-NRV
JORGE SEIF,10/07/2024,Votou
JORGE SEIF,10/07/2024,Votou
JORGE SEIF,10/07/2024,Votou
JORGE SEIF,13/08/2024,P-NRV
JORGE SEIF,14/08/2024,Sim
JORGE SEIF,14/08/2024,P-NRV
JORGE SEIF,14/08/2024,P-NRV
JORGE SEIF,14/08/2024,P-NRV
JORGE SEIF,14/08/2024,P-NRV
JORGE SEIF,14/08/2024,P-NRV
JORGE SEIF,14/08/2024,P-NRV
JORGE SEIF,14/08/2024,P-NRV
JORGE SEIF,14/08/2024,Sim
JORGE SEIF,14/08/2024,Sim
JORGE SEIF,04/09/2024,Sim
JORGE SEIF,08/10/2024,Votou
JORGE SEIF,12/11/2024,Sim
JORGE SEIF,12/11/2024,MIS
JORGE SEIF,18/11/2024,Não
JORGE SEIF,18/11/2024,Não
JORGE SEIF,18/11/2024,Sim
JORGE SEIF,27/11/2024,Sim
JORGE SEIF,10/12/2024,Votou
JORGE SEIF,10/12/2024,Votou
JORGE SEIF,10/12/2024,Votou
JORGE SEIF,10/12/2024,Votou
JORGE SEIF,10/12/2024,P-NRV
JORGE SEIF,10/12/2024,P-NRV
JORGE SEIF,10/12/2024,P-NRV
JORGE SEIF,10/12/2024,P-NRV
JORGE SEIF,10/12/2024,P-NRV
JORGE SEIF,10/12/2024,P-NRV
JORGE SEIF,12/12/2024,Votou
JORGE SEIF,12/12/2024,Votou
JORGE SEIF,12/12/2024,Votou
JORGE SEIF,12/12/2024,P-NRV
JORGE SEIF,12/12/2024,Votou
JORGE SEIF,12/12/2024,Sim
JORGE SEIF,12/12/2024,Não
JORGE SEIF,12/12/2024,Não
JORGE SEIF,12/12/2024,Sim
JORGE SEIF,12/12/2024,Sim
JORGE SEIF,17/12/2024,Sim
JORGE SEIF,17/12/2024,Sim
JORGE SEIF,17/12/2024,Sim
JORGE SEIF,17/12/2024,Sim
JORGE SEIF,18/12/2024,Sim
JORGE SEIF,18/12/2024,Sim
JORGE SEIF,18/12/2024,Sim
JORGE SEIF,19/12/2024,Sim
JORGE SEIF,19/12/2024,Sim
JORGE SEIF,19/12/2024,Sim
JORGE SEIF,19/12/2024,Sim
JORGE SEIF,19/12/2024,Não
JORGE SEIF,19/12/2024,Sim
JORGE SEIF,19/12/2024,Não
JORGE SEIF,19/12/2024,Não
BETO FARO,DATA,RESULTADO
BETO FARO,20/02/2024,Sim
BETO FARO,20/02/2024,Sim
BETO FARO,05/03/2024,Sim
BETO FARO,13/03/2024,Sim
BETO FARO,13/03/2024,Sim
BETO FARO,10/04/2024,Sim
BETO FARO,16/04/2024,Não
BETO FARO,16/04/2024,Não
BETO FARO,17/04/2024,Sim
BETO FARO,08/05/2024,Sim
BETO FARO,08/05/2024,Sim
BETO FARO,08/05/2024,Não
BETO FARO,08/05/2024,Não
BETO FARO,15/05/2024,Sim
BETO FARO,15/05/2024,Não
BETO FARO,22/05/2024,Sim
BETO FARO,22/05/2024,Não
BETO FARO,22/05/2024,Não
BETO FARO,05/06/2024,Sim
BETO FARO,18/06/2024,Sim
BETO FARO,19/06/2024,Votou
BETO FARO,19/06/2024,Votou
BETO FARO,19/06/2024,Votou
BETO FARO,19/06/2024,Votou
BETO FARO,19/06/2024,Votou
BETO FARO,19/06/2024,Votou
BETO FARO,19/06/2024,Votou
BETO FARO,02/07/2024,Sim
BETO FARO,03/07/2024,Não
BETO FARO,03/07/2024,Sim
BETO FARO,10/07/2024,Votou
BETO FARO,10/07/2024,Votou
BETO FARO,10/07/2024,Votou
BETO FARO,10/07/2024,Votou
BETO FARO,10/07/2024,Votou
BETO FARO,10/07/2024,Votou
BETO FARO,10/07/2024,Votou
BETO FARO,10/07/2024,Votou
BETO FARO,10/07/2024,Votou
BETO FARO,10/07/2024,Votou
BETO FARO,10/07/2024,Votou
BETO FARO,13/08/2024,Não
BETO FARO,14/08/2024,Sim
BETO FARO,14/08/2024,Votou
BETO FARO,14/08/2024,Votou
BETO FARO,14/08/2024,Votou
BETO FARO,14/08/2024,Sim
BETO FARO,14/08/2024,Sim
BETO FARO,14/08/2024,Sim
BETO FARO,14/08/2024,Sim
BETO FARO,14/08/2024,Sim
BETO FARO,14/08/2024,Sim
BETO FARO,04/09/2024,Não
BETO FARO,08/10/2024,Votou
BETO FARO,12/11/2024,Não
BETO FARO,12/11/2024,Sim
BETO FARO,18/11/2024,Sim
BETO FARO,18/11/2024,Sim
BETO FARO,18/11/2024,Sim
BETO FARO,27/11/2024,Sim
BETO FARO,10/12/2024,Votou
BETO FARO,10/12/2024,Votou
BETO FARO,10/12/2024,Votou
BETO FARO,10/12/2024,Votou
BETO FARO,10/12/2024,Votou
BETO FARO,10/12/2024,Votou
BETO FARO,10/12/2024,Votou
BETO FARO,10/12/2024,Votou
BETO FARO,10/12/2024,Votou
BETO FARO,10/12/2024,Votou
BETO FARO,12/12/2024,Votou
BETO FARO,12/12/2024,Votou
BETO FARO,12/12/2024,Votou
BETO FARO,12/12/2024,Votou
BETO FARO,12/12/2024,Votou
BETO FARO,12/12/2024,Não
BETO FARO,12/12/2024,Sim
BETO FARO,12/12/2024,Sim
BETO FARO,12/12/2024,Não
BETO FARO,12/12/2024,Não
BETO FARO,17/12/2024,Sim
BETO FARO,17/12/2024,Sim
BETO FARO,17/12/2024,Sim
BETO FARO,17/12/2024,Sim
BETO FARO,18/12/2024,Sim
BETO FARO,18/12/2024,Sim
BETO FARO,18/12/2024,Não
BETO FARO,19/12/2024,Sim
BETO FARO,19/12/2024,Não
BETO FARO,19/12/2024,Não
BETO FARO,19/12/2024,Não
BETO FARO,19/12/2024,Sim
BETO FARO,19/12/2024,Não
BETO FARO,19/12/2024,Sim
BETO FARO,19/12/2024,Sim
FABIANO CONTARATO,DATA,RESULTADO
FABIANO CONTARATO,20/02/2024,Sim
FABIANO CONTARATO,20/02/2024,Sim
FABIANO CONTARATO,05/03/2024,Sim
FABIANO CONTARATO,13/03/2024,Sim
FABIANO CONTARATO,13/03/2024,Sim
FABIANO CONTARATO,10/04/2024,Sim
FABIANO CONTARATO,16/04/2024,MIS
FABIANO CONTARATO,16/04/2024,MIS
FABIANO CONTARATO,17/04/2024,MIS
FABIANO CONTARATO,08/05/2024,Sim
FABIANO CONTARATO,08/05/2024,Sim
FABIANO CONTARATO,08/05/2024,Não
FABIANO CONTARATO,08/05/2024,Não
FABIANO CONTARATO,15/05/2024,Sim
FABIANO CONTARATO,15/05/2024,Não
FABIANO CONTARATO,22/05/2024,Sim
FABIANO CONTARATO,22/05/2024,Não
FABIANO CONTARATO,22/05/2024,Não
FABIANO CONTARATO,05/06/2024,Sim
FABIANO CONTARATO,18/06/2024,Sim
FABIANO CONTARATO,19/06/2024,Votou
FABIANO CONTARATO,19/06/2024,Votou
FABIANO CONTARATO,19/06/2024,Votou
FABIANO CONTARATO,19/06/2024,Votou
FABIANO CONTARATO,19/06/2024,P-NRV
FABIANO CONTARATO,19/06/2024,P-NRV
FABIANO CONTARATO,19/06/2024,P-NRV
FABIANO CONTARATO,02/07/2024,Sim
FABIANO CONTARATO,03/07/2024,Não
FABIANO CONTARATO,03/07/2024,Sim
FABIANO CONTARATO,10/07/2024,Votou
FABIANO CONTARATO,10/07/2024,Votou
FABIANO CONTARATO,10/07/2024,Votou
FABIANO CONTARATO,10/07/2024,Votou
FABIANO CONTARATO,10/07/2024,Votou
FABIANO CONTARATO,10/07/2024,P-NRV
FABIANO CONTARATO,10/07/2024,Votou
FABIANO CONTARATO,10/07/2024,P-NRV
FABIANO CONTARATO,10/07/2024,P-NRV
FABIANO CONTARATO,10/07/2024,P-NRV
FABIANO CONTARATO,10/07/2024,P-NRV
FABIANO CONTARATO,13/08/2024,Não
FABIANO CONTARATO,14/08/2024,Sim
FABIANO CONTARATO,14/08/2024,P-NRV
FABIANO CONTARATO,14/08/2024,P-NRV
FABIANO CONTARATO,14/08/2024,P-NRV
FABIANO CONTARATO,14/08/2024,P-NRV
FABIANO CONTARATO,14/08/2024,Sim
FABIANO CONTARATO,14/08/2024,Sim
FABIANO CONTARATO,14/08/2024,Sim
FABIANO CONTARATO,14/08/2024,Sim
FABIANO CONTARATO,14/08/2024,Sim
FABIANO CONTARATO,04/09/2024,Não
FABIANO CONTARATO,08/10/2024,Votou
FABIANO CONTARATO,12/11/2024,P-NRV
FABIANO CONTARATO,12/11/2024,Sim
FABIANO CONTARATO,18/11/2024,Sim
FABIANO CONTARATO,18/11/2024,Sim
FABIANO CONTARATO,18/11/2024,Sim
FABIANO CONTARATO,27/11/2024,Sim
FABIANO CONTARATO,10/12/2024,Votou
FABIANO CONTARATO,10/12/2024,Votou
FABIANO CONTARATO,10/12/2024,P-NRV
FABIANO CONTARATO,10/12/2024,Votou
FABIANO CONTARATO,10/12/2024,Votou
FABIANO CONTARATO,10/12/2024,Votou
FABIANO CONTARATO,10/12/2024,Votou
FABIANO CONTARATO,10/12/2024,Votou
FABIANO CONTARATO,10/12/2024,Votou
FABIANO CONTARATO,10/12/2024,Votou
FABIANO CONTARATO,12/12/2024,Votou
FABIANO CONTARATO,12/12/2024,Votou
FABIANO CONTARATO,12/12/2024,Votou
FABIANO CONTARATO,12/12/2024,Votou
FABIANO CONTARATO,12/12/2024,Votou
FABIANO CONTARATO,12/12/2024,Não
FABIANO CONTARATO,12/12/2024,Sim
FABIANO CONTARATO,12/12/2024,Sim
FABIANO CONTARATO,12/12/2024,Não
FABIANO CONTARATO,12/12/2024,Não
FABIANO CONTARATO,17/12/2024,Sim
FABIANO CONTARATO,17/12/2024,Sim
FABIANO CONTARATO,17/12/2024,Sim
FABIANO CONTARATO,17/12/2024,Sim
FABIANO CONTARATO,18/12/2024,P-NRV
FABIANO CONTARATO,18/12/2024,Sim
FABIANO CONTARATO,18/12/2024,Não
FABIANO CONTARATO,19/12/2024,Sim
FABIANO CONTARATO,19/12/2024,Não
FABIANO CONTARATO,19/12/2024,Não
FABIANO CONTARATO,19/12/2024,Não
FABIANO CONTARATO,19/12/2024,Sim
FABIANO CONTARATO,19/12/2024,Não
FABIANO CONTARATO,19/12/2024,Sim
FABIANO CONTARATO,19/12/2024,Sim
MARA GABRILLI,DATA,RESULTADO
MARA GABRILLI,20/02/2024,LS
MARA GABRILLI,20/02/2024,LS
MARA GABRILLI,05/03/2024,Sim
MARA GABRILLI,13/03/2024,LS
MARA GABRILLI,13/03/2024,LS
MARA GABRILLI,10/04/2024,LS
MARA GABRILLI,16/04/2024,MIS
MARA GABRILLI,16/04/2024,MIS
MARA GABRILLI,17/04/2024,MIS
MARA GABRILLI,08/05/2024,LS
MARA GABRILLI,08/05/2024,LS
MARA GABRILLI,08/05/2024,LS
MARA GABRILLI,08/05/2024,LS
MARA GABRILLI,15/05/2024,LS
MARA GABRILLI,15/05/2024,LS
MARA GABRILLI,22/05/2024,LS
MARA GABRILLI,22/05/2024,LS
MARA GABRILLI,22/05/2024,LS
MARA GABRILLI,05/06/2024,MIS
MARA GABRILLI,18/06/2024,LS
MARA GABRILLI,19/06/2024,LS
MARA GABRILLI,19/06/2024,LS
MARA GABRILLI,19/06/2024,LS
MARA GABRILLI,19/06/2024,LS
MARA GABRILLI,19/06/2024,LS
MARA GABRILLI,19/06/2024,LS
MARA GABRILLI,19/06/2024,LS
MARA GABRILLI,02/07/2024,Sim
MARA GABRILLI,03/07/2024,Não
MARA GABRILLI,03/07/2024,Sim
MARA GABRILLI,10/07/2024,LS
MARA GABRILLI,10/07/2024,LS
MARA GABRILLI,10/07/2024,LS
MARA GABRILLI,10/07/2024,LS
MARA GABRILLI,10/07/2024,LS
MARA GABRILLI,10/07/2024,LS
MARA GABRILLI,10/07/2024,LS
MARA GABRILLI,10/07/2024,LS
MARA GABRILLI,10/07/2024,LS
MARA GABRILLI,10/07/2024,LS
MARA GABRILLI,10/07/2024,LS
MARA GABRILLI,13/08/2024,Não
MARA GABRILLI,14/08/2024,Sim
MARA GABRILLI,14/08/2024,P-NRV
MARA GABRILLI,14/08/2024,P-NRV
MARA GABRILLI,14/08/2024,P-NRV
MARA GABRILLI,14/08/2024,Sim
MARA GABRILLI,14/08/2024,Sim
MARA GABRILLI,14/08/2024,P-NRV
MARA GABRILLI,14/08/2024,P-NRV
MARA GABRILLI,14/08/2024,Não
MARA GABRILLI,14/08/2024,Não
MARA GABRILLI,04/09/2024,LS
MARA GABRILLI,08/10/2024,LS
MARA GABRILLI,12/11/2024,LS
MARA GABRILLI,12/11/2024,LS
MARA GABRILLI,18/11/2024,Não
MARA GABRILLI,18/11/2024,Não
MARA GABRILLI,18/11/2024,Sim
MARA GABRILLI,27/11/2024,LS
MARA GABRILLI,10/12/2024,LS
MARA GABRILLI,10/12/2024,LS
MARA GABRILLI,10/12/2024,LS
MARA GABRILLI,10/12/2024,LS
MARA GABRILLI,10/12/2024,LS
MARA GABRILLI,10/12/2024,LS
MARA GABRILLI,10/12/2024,LS
MARA GABRILLI,10/12/2024,LS
MARA GABRILLI,10/12/2024,LS
MARA GABRILLI,10/12/2024,LS
MARA GABRILLI,12/12/2024,LS
MARA GABRILLI,12/12/2024,LS
MARA GABRILLI,12/12/2024,LS
MARA GABRILLI,12/12/2024,LS
MARA GABRILLI,12/12/2024,LS
MARA GABRILLI,12/12/2024,LS
MARA GABRILLI,12/12/2024,LS
MARA GABRILLI,12/12/2024,LS
MARA GABRILLI,12/12/2024,LS
MARA GABRILLI,12/12/2024,LS
MARA GABRILLI,17/12/2024,LS
MARA GABRILLI,17/12/2024,LS
MARA GABRILLI,17/12/2024,LS
MARA GABRILLI,17/12/2024,LS
MARA GABRILLI,18/12/2024,LS
MARA GABRILLI,18/12/2024,LS
MARA GABRILLI,18/12/2024,LS
MARA GABRILLI,19/12/2024,Sim
MARA GABRILLI,19/12/2024,Não
MARA GABRILLI,19/12/2024,Não
MARA GABRILLI,19/12/2024,Não
MARA GABRILLI,19/12/2024,Sim
MARA GABRILLI,19/12/2024,Não
MARA GABRILLI,19/12/2024,Sim
MARA GABRILLI,19/12/2024,Não
IRAJÁ,DATA,RESULTADO
IRAJÁ,20/02/2024,AP
IRAJÁ,20/02/2024,AP
IRAJÁ,05/03/2024,AP
IRAJÁ,13/03/2024,AP
IRAJÁ,13/03/2024,AP
IRAJÁ,10/04/2024,AP
IRAJÁ,16/04/2024,AP
IRAJÁ,16/04/2024,AP
IRAJÁ,17/04/2024,AP
IRAJÁ,08/05/2024,Não
IRAJÁ,08/05/2024,Não
IRAJÁ,08/05/2024,P-NRV
IRAJÁ,08/05/2024,Sim
IRAJÁ,15/05/2024,MIS
IRAJÁ,15/05/2024,MIS
IRAJÁ,22/05/2024,MIS
IRAJÁ,22/05/2024,MIS
IRAJÁ,22/05/2024,MIS
IRAJÁ,05/06/2024,Sim
IRAJÁ,18/06/2024,P-NRV
IRAJÁ,19/06/2024,P-NRV
IRAJÁ,19/06/2024,P-NRV
IRAJÁ,19/06/2024,Votou
IRAJÁ,19/06/2024,Votou
IRAJÁ,19/06/2024,P-NRV
IRAJÁ,19/06/2024,P-NRV
IRAJÁ,19/06/2024,P-NRV
IRAJÁ,02/07/2024,Sim
IRAJÁ,03/07/2024,Sim
IRAJÁ,03/07/2024,P-NRV
IRAJÁ,10/07/2024,AP
IRAJÁ,10/07/2024,AP
IRAJÁ,10/07/2024,AP
IRAJÁ,10/07/2024,AP
IRAJÁ,10/07/2024,AP
IRAJÁ,10/07/2024,AP
IRAJÁ,10/07/2024,AP
IRAJÁ,10/07/2024,AP
IRAJÁ,10/07/2024,AP
IRAJÁ,10/07/2024,AP
IRAJÁ,10/07/2024,AP
IRAJÁ,13/08/2024,Sim
IRAJÁ,14/08/2024,Sim
IRAJÁ,14/08/2024,P-NRV
IRAJÁ,14/08/2024,P-NRV
IRAJÁ,14/08/2024,P-NRV
IRAJÁ,14/08/2024,Sim
IRAJÁ,14/08/2024,P-NRV
IRAJÁ,14/08/2024,Sim
IRAJÁ,14/08/2024,Sim
IRAJÁ,14/08/2024,Sim
IRAJÁ,14/08/2024,Sim
IRAJÁ,04/09/2024,Sim
IRAJÁ,08/10/2024,AP
IRAJÁ,12/11/2024,P-NRV
IRAJÁ,12/11/2024,P-NRV
IRAJÁ,18/11/2024,Não
IRAJÁ,18/11/2024,Sim
IRAJÁ,18/11/2024,MIS
IRAJÁ,27/11/2024,P-NRV
IRAJÁ,10/12/2024,AP
IRAJÁ,10/12/2024,AP
IRAJÁ,10/12/2024,AP
IRAJÁ,10/12/2024,AP
IRAJÁ,10/12/2024,AP
IRAJÁ,10/12/2024,AP
IRAJÁ,10/12/2024,AP
IRAJÁ,10/12/2024,AP
IRAJÁ,10/12/2024,AP
IRAJÁ,10/12/2024,AP
IRAJÁ,12/12/2024,P-NRV
IRAJÁ,12/12/2024,P-NRV
IRAJÁ,12/12/2024,P-NRV
IRAJÁ,12/12/2024,Votou
IRAJÁ,12/12/2024,Votou
IRAJÁ,12/12/2024,Sim
IRAJÁ,12/12/2024,Sim
IRAJÁ,12/12/2024,Sim
IRAJÁ,12/12/2024,P-NRV
IRAJÁ,12/12/2024,Sim
IRAJÁ,17/12/2024,LS
IRAJÁ,17/12/2024,LS
IRAJÁ,17/12/2024,LS
IRAJÁ,17/12/2024,LS
IRAJÁ,18/12/2024,LS
IRAJÁ,18/12/2024,LS
IRAJÁ,18/12/2024,LS
IRAJÁ,19/12/2024,LS
IRAJÁ,19/12/2024,LS
IRAJÁ,19/12/2024,LS
IRAJÁ,19/12/2024,LS
IRAJÁ,19/12/2024,LS
IRAJÁ,19/12/2024,LS
IRAJÁ,19/12/2024,LS
IRAJÁ,19/12/2024,LS
STYVERSON VALENTIM,DATA,RESULTADO
STYVERSON VALENTIM,20/02/2024,Sim
STYVERSON VALENTIM,20/02/2024,Não
STYVERSON VALENTIM,05/03/2024,Sim
STYVERSON VALENTIM,13/03/2024,Não
STYVERSON VALENTIM,13/03/2024,Não
STYVERSON VALENTIM,10/04/2024,Sim
STYVERSON VALENTIM,16/04/2024,Sim
STYVERSON VALENTIM,16/04/2024,Sim
STYVERSON VALENTIM,17/04/2024,Sim
STYVERSON VALENTIM,08/05/2024,Não
STYVERSON VALENTIM,08/05/2024,Não
STYVERSON VALENTIM,08/05/2024,Sim
STYVERSON VALENTIM,08/05/2024,Sim
STYVERSON VALENTIM,15/05/2024,Sim
STYVERSON VALENTIM,15/05/2024,Sim
STYVERSON VALENTIM,22/05/2024,Sim
STYVERSON VALENTIM,22/05/2024,Sim
STYVERSON VALENTIM,22/05/2024,Sim
STYVERSON VALENTIM,05/06/2024,Sim
STYVERSON VALENTIM,18/06/2024,Sim
STYVERSON VALENTIM,19/06/2024,Votou
STYVERSON VALENTIM,19/06/2024,Votou
STYVERSON VALENTIM,19/06/2024,Votou
STYVERSON VALENTIM,19/06/2024,Votou
STYVERSON VALENTIM,19/06/2024,Votou
STYVERSON VALENTIM,19/06/2024,P-NRV
STYVERSON VALENTIM,19/06/2024,P-NRV
STYVERSON VALENTIM,02/07/2024,Sim
STYVERSON VALENTIM,03/07/2024,AP
STYVERSON VALENTIM,03/07/2024,AP
STYVERSON VALENTIM,10/07/2024,Votou
STYVERSON VALENTIM,10/07/2024,Votou
STYVERSON VALENTIM,10/07/2024,Votou
STYVERSON VALENTIM,10/07/2024,Votou
STYVERSON VALENTIM,10/07/2024,Votou
STYVERSON VALENTIM,10/07/2024,Votou
STYVERSON VALENTIM,10/07/2024,Votou
STYVERSON VALENTIM,10/07/2024,Votou
STYVERSON VALENTIM,10/07/2024,Votou
STYVERSON VALENTIM,10/07/2024,Votou
STYVERSON VALENTIM,10/07/2024,Votou
STYVERSON VALENTIM,13/08/2024,Não
STYVERSON VALENTIM,14/08/2024,Sim
STYVERSON VALENTIM,14/08/2024,P-NRV
STYVERSON VALENTIM,14/08/2024,P-NRV
STYVERSON VALENTIM,14/08/2024,P-NRV
STYVERSON VALENTIM,14/08/2024,P-NRV
STYVERSON VALENTIM,14/08/2024,P-NRV
STYVERSON VALENTIM,14/08/2024,Sim
STYVERSON VALENTIM,14/08/2024,Sim
STYVERSON VALENTIM,14/08/2024,Não
STYVERSON VALENTIM,14/08/2024,Não
STYVERSON VALENTIM,04/09/2024,Sim
STYVERSON VALENTIM,08/10/2024,Votou
STYVERSON VALENTIM,12/11/2024,Sim
STYVERSON VALENTIM,12/11/2024,Não
STYVERSON VALENTIM,18/11/2024,Não
STYVERSON VALENTIM,18/11/2024,Não
STYVERSON VALENTIM,18/11/2024,Sim
STYVERSON VALENTIM,27/11/2024,Sim
STYVERSON VALENTIM,10/12/2024,AP
STYVERSON VALENTIM,10/12/2024,AP
STYVERSON VALENTIM,10/12/2024,AP
STYVERSON VALENTIM,10/12/2024,AP
STYVERSON VALENTIM,10/12/2024,AP
STYVERSON VALENTIM,10/12/2024,AP
STYVERSON VALENTIM,10/12/2024,AP
STYVERSON VALENTIM,10/12/2024,AP
STYVERSON VALENTIM,10/12/2024,AP
STYVERSON VALENTIM,10/12/2024,AP
STYVERSON VALENTIM,12/12/2024,Votou
STYVERSON VALENTIM,12/12/2024,P-NRV
STYVERSON VALENTIM,12/12/2024,P-NRV
STYVERSON VALENTIM,12/12/2024,P-NRV
STYVERSON VALENTIM,12/12/2024,P-NRV
STYVERSON VALENTIM,12/12/2024,Não
STYVERSON VALENTIM,12/12/2024,Não
STYVERSON VALENTIM,12/12/2024,Sim
STYVERSON VALENTIM,12/12/2024,P-NRV
STYVERSON VALENTIM,12/12/2024,Sim
STYVERSON VALENTIM,17/12/2024,Sim
STYVERSON VALENTIM,17/12/2024,Sim
STYVERSON VALENTIM,17/12/2024,Sim
STYVERSON VALENTIM,17/12/2024,Sim
STYVERSON VALENTIM,18/12/2024,Sim
STYVERSON VALENTIM,18/12/2024,Sim
STYVERSON VALENTIM,18/12/2024,P-NRV
STYVERSON VALENTIM,19/12/2024,Sim
STYVERSON VALENTIM,19/12/2024,P-NRV
STYVERSON VALENTIM,19/12/2024,Não
STYVERSON VALENTIM,19/12/2024,Não
STYVERSON VALENTIM,19/12/2024,Sim
STYVERSON VALENTIM,19/12/2024,Não
STYVERSON VALENTIM,19/12/2024,Sim
STYVERSON VALENTIM,19/12/2024,Sim
ANGELO CORONEL,DATA,RESULTADO
ANGELO CORONEL,20/02/2024,Sim
ANGELO CORONEL,20/02/2024,Sim
ANGELO CORONEL,05/03/2024,Sim
ANGELO CORONEL,13/03/2024,Sim
ANGELO CORONEL,13/03/2024,Sim
ANGELO CORONEL,10/04/2024,Sim
ANGELO CORONEL,16/04/2024,Sim
ANGELO CORONEL,16/04/2024,Sim
ANGELO CORONEL,17/04/2024,Sim
ANGELO CORONEL,08/05/2024,Sim
ANGELO CORONEL,08/05/2024,Sim
ANGELO CORONEL,08/05/2024,Não
ANGELO CORONEL,08/05/2024,Não
ANGELO CORONEL,15/05/2024,Sim
ANGELO CORONEL,15/05/2024,Não
